the_geom,ID Upra,ID Incoder,Nombre Distrito,Código departamento,Departamento,Código municipio,Municipio,Vereda,Área neta,Área bruta,Escala,Altitud,Tipo de Distrito ,Etapa Distrito,Funciona,Numero usuarios,Administra,Asociación de usuarios,Resolucion,Usos actuales,CAR,Fuentes hídricas,Concesion,Polígono,Entidad fuente,Longitud,Latitud,Nombre subzona hidrográfica,Código Subzona hidrográfica
POINT (-72.83684385895093 6.923962670377455),ADTP0606,608,CAMARAS - AMARILLAS,68,SANTANDER,68318,GUACA,CAMARAS,,,,,,,,,,,,,,,,,,,,,
POINT (-72.80736653009988 6.904972737571387),ADTP0607,609,ORTIGAL Y VARIA,68,SANTANDER,68318,GUACA,ORTIGAL Y VARIA,64,0,Pequeña,0,Riego y Drenaje,AOM,SI,92,ASOCIACION DE USUARIOS,ASORTIVARIA,200 del 15/02/1994,Papa,,,,,,,,,
POINT (-73.86729844323897 6.246459470556225),ADTP0608,610,KILOMETRO QUINCE,68,SANTANDER,68385,LANDÁZURI,KILOMETRO EL QUINCE,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,25,ASOCIACION DE USUARIOS,ASURIQUINCE,596 del 23/07/2002,Aguacate,,,,,,,,,
POINT (-72.59131865331857 6.476058745049278),ADTP0609,611,HUERTAS,68,SANTANDER,68425,MACARAVITA,HUERTAS,,,,,,,,,,,,,,,,,,,,,
POINT (-72.62321297144453 6.4512456180766655),ADTP0610,612,ILARGUTA,68,SANTANDER,68425,MACARAVITA,ILARGUTA,115,0,Pequeña,1833,Riego y Drenaje,AOM,SI,94,ASOCIACION DE USUARIOS,ASURITA,89 del 06/02/2002,Fríjol,,,,,,,,,
POINT (-72.5746249198072 6.513901971799139),ADTP0611,613,RASGON,68,SANTANDER,68425,MACARAVITA,PALMAR Y RASGON,89,0,Pequeña,0,Riego y Drenaje,AOM,SI,90,ASOCIACION DE USUARIOS,ASURIRASGON,529 del 28/08/1996,Maíz,,,,,,,,,
POINT (-72.71553548812501 6.6868348691365265),ADTP0613,615,GUASIMO,68,SANTANDER,68432,MÁLAGA,EL GUASIMO,35,0,Pequeña,1846,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASURIGUAMAL,97 del 23/02/1989,Maíz,,,,,,,,,
POINT (-73.04317220477789 7.431448413932566),ADTP0614,616,BULCARE - BULCARE,68,SANTANDER,68444,MATANZA,BULCARE - BULCARE,56,0,Pequeña,0,Riego y Drenaje,AOM,SI,43,ASOCIACION DE USUARIOS,ASURIBULCARE,555 del 04/04/1994,Pastos,,,,,,,,,
POINT (-72.8028717517793 6.663235932020761),ADTP0615,617,CENTRO - JAIMES,68,SANTANDER,68468,MOLAGAVITA,CENTRO JAIMES Y OTRAS,84,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,35,INCODER,ASURICENTRO,SIN INFORMACIÓN,Caña,,,,,,,,,
POINT (-73.16679092372325 6.543674553366349),ADTP0616,618,CUCHARO - PINCHOTE,68,SANTANDER,68549,PINCHOTE,LA GRANJA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.54249892584903 7.489701474323653),ADTG0013,619,LEBRIJA,68,SANTANDER,68655,SABANA DE TORRES,LA RETIRADA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.84664536631267 6.7937923765715444),ADTP0617,620,CENTRO,68,SANTANDER,68669,SAN ANDRÉS,CENTRO Y OTRAS,64,0,Pequeña,0,Riego y Drenaje,AOM,SI,71,ASOCIACION DE USUARIOS,ASURISANANDRES,523 del 10/07/2002,Café,,,,,,,,,
POINT (-72.81881000136111 6.787335299252128),ADTP0618,621,HATO DE LOS CABALLEROS,68,SANTANDER,68669,SAN ANDRÉS,HATO DE LOS CABALLEROS,,,,,,,,,,,,,,,,,,,,,
POINT (-72.76427154306882 6.602961399395496),ADTP0619,622,POPAGA SALADO BRAVO,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,BARZAL,,,,,,,,,,,,,,,,,,,,,
POINT (-72.64413471114298 6.54360983664244),ADTP0620,623,ZARAGOZA,68,SANTANDER,68686,SAN MIGUEL,ZARAGOZA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.90235884802007 6.8816573804236745),ADTP0621,624,SAN PEDRO,68,SANTANDER,68745,SIMACOTA,SAN PEDRO,46,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,46,ASOCIACION DE USUARIOS,ASURISAMPESI,SIN INFORMACIÓN,Caña,,,,,,,,,
POINT (-73.02551239406958 7.525231015083957),ADTP0622,625,PALCHAL,68,SANTANDER,68780,SURATÁ,EL PALCHAL,67,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,37,ASOCIACION DE USUARIOS,ASOCOAIPAL,SIN INFORMACIÓN,Curuba,,,,,,,,,
POINT (-73.26426146625896 6.799486594327656),ADTP0623,626,LA FUENTE,68,SANTANDER,68895,ZAPATOCA,LA FUENTE,94,0,Pequeña,850,Riego y Drenaje,AOM,SI,47,ASOCIACION DE USUARIOS,ASURIFUENTE,279 del 11/06/2001,Tabaco,,,,,,,,,
POINT (-75.36066300061138 9.527499101326308),ADTP0624,627,PARAISO,70,SUCRE,70204,COLOSÓ,PARAISO,13,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,28,ASOCIACION DE USUARIOS,ASOPICOL,SIN INFORMACIÓN,Plátano,,,,,,,,,
POINT (-75.18369858334121 9.15935829471812),ADTP0625,628,LAS LLANADAS,70,SUCRE,70215,COROZAL,LAS LLANADAS,3,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,3,ASOCIACION DE USUARIOS,ASOLLANADAS,12 del 08/01/1999,Yuca,,,,,,,,,
POINT (-75.20356142181802 9.42418724314538),ADTP0626,629,CAÑITO,70,SUCRE,70418,LOS PALMITOS,LOS PALMITOS,150,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,30,ASOCIACION DE USUARIOS,ASOCIACIÓN LOS PALMITOS,SIN INFORMACIÓN,Maíz,,,,,,,,,
POINT (-75.59241874542437 9.321674358593665),ADTP0627,630,VILLA PATRICIA,70,SUCRE,70418,PALMITO,VILLA PATRICIA,30,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,11,ASOCIACION DE USUARIOS,ASOVILLAPATRICIA,224 del 20/03/2002,Yuca,,,,,,,,,
POINT (-74.75853708886747 3.6481575868559455),ADTP0679,682,SAN PEDRO,73,TOLIMA,73236,DOLORES,SAN PEDRO,90,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,40,ASOCIACION DE USUARIOS,ASO-SAN PEDRO,329 del 28/06/1996,Maíz,,,,,,,,,
POINT (-75.33201204576898 9.332492926317348),ADTP0628,631,LA FLORESTA,70,SUCRE,70473,MORROA,LA FLORESTA,0,0,Pequeña,700,Riego y Drenaje,SIN INFORMACIÓN,NO,16,ASOCIACION DE USUARIOS,ASOLAFLORESTA,295 del 21/06/1996,Yuca,,,,,,,,,
POINT (-75.2755052665811 9.383045773355244),ADTP0629,632,MARACAY,70,SUCRE,70473,MORROA,MARACAY,19,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,12,ASOCIACION DE USUARIOS,ASOMARACAY,294 del 21/06/1996,Yuca,,,,,,,,,
POINT (-75.33103690893837 9.376334333014485),ADTP0630,633,VELA LA MESA,70,SUCRE,70473,MORROA,SIN INFORMACIÓN,20,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,20,INCODER,ASOVELALAMESA,SIN INFORMACIÓN,SIN INFORMACIÓN,CARSUCRE,Arr. de La Vela,NO,SI,INCODER,75° 19.862' W,9° 22.580' N,Directos Caribe Golfo de Morrosquillo,1205
POINT (-75.17751625854736 9.511645810200813),ADTP0631,634,CANUTAL,70,SUCRE,70508,OVEJAS,NUEVO RUMBO,4,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,1,ASOCIACION DE USUARIOS,ASOCANUTAL,SIN INFORMACIÓN,Arroz,,,,,,,,,
POINT (-75.13973234972796 9.475160851072745),ADTP0632,635,EL FLECHAL,70,SUCRE,70508,OVEJAS,EL FLECHAL,12,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,25,ASOCIACION DE USUARIOS,ASOFLECHAL,643 del 01/10/1996,Yuca,,,,,,,,,
POINT (-75.26385255210633 9.528655500866414),ADTP0633,636,SAN RAFAEL,70,SUCRE,70508,OVEJAS,SAN  RAFAEL,22,0,Pequeña,1619,Riego y Drenaje,SIN INFORMACIÓN,NO,25,ASOCIACION DE USUARIOS,ASOSANRAFAEL,782 del 07/10/2002,Tabaco,,,,,,,,,
POINT (-75.07452511369534 9.476563740832194),ADTP0634,637,SANTAFE,70,SUCRE,70508,OVEJAS,SANTAFE,15,0,Pequeña,0,Riego y Drenaje,AOM,SI,60,ASOCIACION DE USUARIOS,ASOSANTAFE,157 del 30/03/2001,Yuca,,,,,,,,,
POINT (-75.19837034656358 9.545895890398532),ADTP0635,638,SANTAFE,70,SUCRE,70508,OVEJAS,SANTAFE,14,0,Pequeña,0,Riego y Drenaje,AOM,SI,14,ASOCIACION DE USUARIOS,ASOMIOSAN,SIN INFORMACIÓN,Aji,,,,,,,,,
POINT (-75.43912290109448 9.200329798825049),ADTP0636,639,ESCOBAR ARRIBA,70,SUCRE,70670,SAMPUÉS,TOLÚ VIEJO,30,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,18,INCODER,ESPERANZA ESCOBAR ARRIBA,625 del 01/10/1996,Yuca,,,,,,,,,
POINT (-75.44685294712204 9.192999680554813),ADTP0637,640,LA MARIA,70,SUCRE,70670,SAMPUÉS,ESCOBAR,9.9,0,Pequeña,1745,Riego y Drenaje,SIN INFORMACIÓN,NO,22,INCODER,ASO IN LA MARIA,215 del 15/05/2014,Yuca,,,,,,,,,
POINT (-75.00680390243309 9.447794382413328),ADTP0638,641,CALABOZO,70,SUCRE,70717,SAN PEDRO,CALABOZO,10,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,11,ASOCIACION DE USUARIOS,ASOCALABOZO,131 del 30/04/1998,Yuca,,,,,,,,,
POINT (-75.59307435892028 9.322320003726858),ADTP0639,642,ASOVILLA PATRICIA,70,SUCRE,70418,PALMITO,VILLA PATRICIA,6,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,44,ASOCIACION DE USUARIOS,ASOVILLA PATRICIA,293 del 23/12/1995,Yuca,,,,,,,,,
POINT (-75.57633078256991 9.84306559332834),ADTP0640,643,LA PELONA,70,SUCRE,70713,SAN ONOFRE,LA PELONA,0,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,40,ASOCIACION DE USUARIOS,COAGROPEL,SIN INFORMACIÓN,Yuca,,,,,,,,,
POINT (-75.51108417279332 9.65920027855052),ADTP0641,644,LAS CUMBRES,70,SUCRE,70713,SAN ONOFRE,SINCELEJITO,20,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,20,ASOCIACION DE USUARIOS,ASOCUMBRES,158 del 30/03/2001,Hortalizas,,,,,,,,,
POINT (-75.04177597098459 9.352797719378136),ADTP0642,645,NUEVO RUMBO,70,SUCRE,70717,SAN PEDRO,NUEVO RUMBO,20,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,29,ASOCIACION DE USUARIOS,ASONUEVORUMBO,603 del 01/01/1996,Yuca,,,,,,,,,
POINT (-75.47954597674955 9.283358622621908),ADTP0643,646,LA PASTORA,70,SUCRE,70001,SINCELEJO,SAN ANTONIO,40,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,30,INCODER,LA PASTORA,SIN INFORMACIÓN,Yuca,,,,,,,,,
POINT (-75.3938982038863 9.318285349289036),ADTP0644,647,LA QUINTA,70,SUCRE,70001,SINCELEJO,SIN INFORMACIÓN,15,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,22,ASOCIACION DE USUARIOS,ALCALDIA MUNICIPAL,SIN INFORMACIÓN,Ñame,,,,,,,,,
POINT (-75.46716485440663 9.318811487027503),ADTP0645,648,LAS PALMAS,70,SUCRE,70001,SINCELEJO,CORREGIMIENTO LAS PALMAS,45,0,Pequeña,2073,Riego y Drenaje,SIN INFORMACIÓN,NO,30,ASOCIACION DE USUARIOS,ASOLASPALMAS,879 del 27/12/1997,Maíz,,,,,,,,,
POINT (-75.41949792857135 9.344728152411689),ADTP0646,649,LOS NUEVE,70,SUCRE,70001,SINCELEJO,SIN INFORMACIÓN,10,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,4,ASOCIACION DE USUARIOS,ALCALDIA MUNICIPAL,SIN INFORMACIÓN,Ñame,,,,,,,,,
POINT (-75.44474430516753 9.277084457978923),ADTP0647,650,SAN JORGE,70,SUCRE,70001,SINCELEJO,SAN JORGE,20,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,21,ASOCIACION DE USUARIOS,ASOSANJORGE,302 del 21/06/1996,Maracuya,,,,,,,,,
POINT (-75.4803407707156 9.472363364427945),ADTP0648,651,EL SUAN,70,SUCRE,70823,TOLUVIEJO,EL SUAN,20,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,23,ASOCIACION DE USUARIOS,ASOSUAN,121 del 30/04/1998,Berenjena,,,,,,,,,
POINT (-75.42652102555758 9.586762012824092),ADTP0649,652,LA ESPERANZA,70,SUCRE,70823,TOLUVIEJO,LA  ESPERANZA,40,0,Pequeña,2184,Riego y Drenaje,SIN INFORMACIÓN,NO,30,ASOCIACION DE USUARIOS,ASOLAESPERANZA,625 del 01/10/1996,Maíz,,,,,,,,,
POINT (-75.42310501115949 9.542548365135481),ADTP0650,653,LA SIRIA,70,SUCRE,70823,TOLUVIEJO,CORREGIMIENTO LA SIRIA,40,0,Pequeña,1100,Riego y Drenaje,SIN INFORMACIÓN,NO,17,ASOCIACION DE USUARIOS,ASOSIRIA,756 del 07/11/1996,Maíz,,,,,,,,,
POINT (-75.40684178118505 9.4219865492169),ADTP0651,654,SAN RAFAEL,70,SUCRE,70823,TOLUVIEJO,EL CARACOL,80,0,Pequeña,1619,Riego y Drenaje,SIN INFORMACIÓN,NO,27,ASOCIACION DE USUARIOS,ASOCARACOL,292 del 21/06/1996,Yuca,,,,,,,,,
POINT (-74.93171980375696 3.3992187893164605),ADTP0652,655,VEREDA DEL GRAMAL,73,TOLIMA,73024,ALPUJARRA,VEGA DEL GRAMAL,240,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,38,SIN INFORMACIÓN,ASOGRAMAL,SIN INFORMACIÓN,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 55.903' W,3° 23.953' N,Río Cabrera,2114
POINT (-74.79562662922336 4.821642709555861),ADTP0653,656,BUENAVISTA DE CAICEDO,73,TOLIMA,73030,AMBALEMA,CORREGIMIENTO CUATRO ESQUINAS,28,0,Pequeña,0,Riego y Drenaje,AOM,SI,7,ASOCIACION DE USUARIOS,ASOBUENAVISTA DE CAICEDO,543 del 16/12/1997,Sorgo,,,,,,,,,
POINT (-75.17604886029842 4.627386240247483),ADTP0654,657,AMBERES,73,TOLIMA,73043,ANZOÁTEGUI,PALOMA-AMBERES,108,0,Pequeña,0,Riego y Drenaje,AOM,SI,43,ASOCIACION DE USUARIOS,ASOAMBERES,383 del 23/05/2002,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,75° 10.563' W,4° 37.643' N,Río Totare,2124
POINT (-74.80760857742297 4.97871493060322),ADTP0655,658,MARACAIBO,73,TOLIMA,73055,ARMERO (Guayabal),MARACAIBO,364,0,Pequeña,0,Riego y Drenaje,AOM,SI,94,ASOCIACION DE USUARIOS,ASOMARACAIBO,729 del 07/11/1996,Algodón,,,,,,,,,
POINT (-74.843972629567 4.999651962761146),ADTP0656,659,PINDAL,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.51870764739195 3.4481317890871126),ADTP0657,660,POLE DE ATACO,73,TOLIMA,73067,ATACO,MESA DE POLE,76,0,Pequeña,575,Riego y Drenaje,AOM,SI,26,ASOCIACION DE USUARIOS,ASUMIRIMEPA,503 del 31/08/1989,Cacao,,,,,,,,,
POINT (-75.5126184782302 4.449802956684254),ADTP0658,661,LA LEONA,73,TOLIMA,73124,CAJAMARCA,CORREGIMIENTO DE ANAIME,116,0,Pequeña,0,Riego y Drenaje,AOM,SI,24,ASOCIACION DE USUARIOS,ASOLEONA,486 del 15/09/1987,Alverja,,,,,,,,,
POINT (-75.52083261693815 4.346600831325825),ADTP0659,662,POTOSI,73,TOLIMA,73124,CAJAMARCA,CORREGIMIENTO DE ANAIME,58,0,Pequeña,2514,Riego y Drenaje,AOM,SI,22,ASOCIACION DE USUARIOS,ASOPOTOSI,619 del 01/10/1996,Arracacha,,,,,,,,,
POINT (-74.78661750044635 4.171411896843926),ADTP0660,663,MORTIÑO,73,TOLIMA,73148,CARMEN DE APICALÁ,CORREGIMIENTO MORTIÑO,60,0,Pequeña,337,Riego y Drenaje,AOM,SI,14,ASOCIACION DE USUARIOS,USOMORTIÑO,652 del 02/10/1996,Habichuela,,,,,,,,,
POINT (-75.43613230633515 3.64858899768527),ADTP0661,664,EL QUESO,73,TOLIMA,73168,CHAPARRAL,EL QUESO,80,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,7,ASOCIACION DE USUARIOS,USOQUESO,156 del 30/03/2001,Maíz,,,,,,,,,
POINT (-75.43725256555771 3.5972989026444497),ADTP0662,665,HORIZONTE-DELICIAS,73,TOLIMA,73168,CHAPARRAL,TINES,100,0,Pequeña,0,Riego y Drenaje,AOM,SI,23,ASOCIACION DE USUARIOS,ASOHORIZONTE - DELICIAS,405 del 28/06/1996,Maíz,,,,,,,,,
POINT (-75.52029437984905 3.6979358626445946),ADTP0663,666,JAZMINIA,73,TOLIMA,73168,CHAPARRAL,LA JAZMINIA,44,0,Pequeña,0,Riego y Drenaje,AOM,SI,19,ASOCIACION DE USUARIOS,ASOJAZMINIA,404 del 30/01/1997,Habichuela,,,,,,,,,
POINT (-75.5528085384338 3.7473689121081746),ADTP0664,667,LA SALINA,73,TOLIMA,73168,CHAPARRAL,LA SALINA,56,0,Pequeña,870,Riego y Drenaje,AOM,SI,6,ASOCIACION DE USUARIOS,ASOSALINA,406 del 28/06/1996,Maíz,,,,,,,,,
POINT (-75.43745393626916 3.730659152591143),ADTP0665,668,MADROÑAL,73,TOLIMA,73168,CHAPARRAL,PIPINI,125,0,Pequeña,741,Riego y Drenaje,SIN INFORMACIÓN,NO,10,ASOCIACION DE USUARIOS,ASOMADROÑAL,SIN INFORMACIÓN,Algodón,,,,,,,,,
POINT (-75.58559339868326 3.597670520090786),ADTP0666,669,MESON LA SIERRA,73,TOLIMA,73168,CHAPARRAL,MESÓN - SIERRA,42,0,Pequeña,950,Riego y Drenaje,AOM,SI,14,ASOCIACION DE USUARIOS,ASOMESON-LA SIERRA,723 del 21/09/1989,Maíz,,,,,,,,,
POINT (-75.50363666715462 3.7975350758869033),ADTP0667,670,SANTO DOMINGO,73,TOLIMA,73168,CHAPARRAL,SANTO DOMINGO,32,0,Pequeña,35,Riego y Drenaje,AOM,SI,14,ASOCIACION DE USUARIOS,USOSANTODOMINGO,716 del 20/09/1989,Aguacate,,,,,,,,,
POINT (-75.43750706272185 3.7650501374438923),ADTP0668,671,TAPIAS BUENAVISTA,73,TOLIMA,73168,CHAPARRAL,CORREGIMIENTO DE TAPIAS,88,0,Pequeña,0,Riego y Drenaje,AOM,SI,10,ASOCIACION DE USUARIOS,ASOTAPIAS BUENAVISTA,769 del 30/01/1997,Maíz,,,,,,,,,
POINT (-75.5863054171333 3.6634367888283355),ADTP0669,672,TULUNI,73,TOLIMA,73168,CHAPARRAL,TULUNI,83,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,59,ASOCIACION DE USUARIOS,ASOTULUNI,361 del 19/07/2013,Ganadería,,,,,,,,,
POINT (-75.35402834241462 3.7814688484140015),ADTP0670,673,YAGUARA,73,TOLIMA,73168,CHAPARRAL,YAGUARA,160,0,Pequeña,0,Riego y Drenaje,AOM,SI,50,ASOCIACION DE USUARIOS,USOYAGUARA CHAPARRAL,62 del 30/01/1997,Arroz,,,,,,,,,
POINT (-74.96494195142428 4.229359869891721),ADTP0671,674,CUNIRA,73,TOLIMA,73200,COELLO,CUNIRA,40,0,Pequeña,379,Riego y Drenaje,AOM,SI,13,ASOCIACION DE USUARIOS,ASOCUNIRA,SIN INFORMACIÓN,Algodón,,,,,,,,,
POINT (-75.07407546101852 3.7818368164487297),ADTP0672,675,LA SUSANA,73,TOLIMA,73217,COYAIMA,LUSITANIA Y YABERCO,24,0,Pequeña,0,Riego y Drenaje,AOM,SI,14,ASOCIACION DE USUARIOS,ASOSUSANA,207 del 04/04/1991,Maíz,,,,,,,,,
POINT (-75.10780831688884 3.8542223638202775),ADTP0673,676,MANEN-TRES ESQUINAS,73,TOLIMA,73217,COYAIMA,DIAMANTE,,,,,,,,,,,,,,,,,,,,,
POINT (-75.18933906929863 3.714110274909635),ADTP0674,677,TOTARCO-PIEDRAS,73,TOLIMA,73217,COYAIMA,TOTARCO-PIEDRAS,80,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,25,ASOCIACION DE USUARIOS,ASOTOTARCO,404 del 28/06/1996,Algodón,,,,,,,,,
POINT (-75.17081631465324 3.76922359612663),ADTP0675,678,ZARAGOZA,73,TOLIMA,73217,COYAIMA,CHENCHE,,,,,,,,,,,,,,,,,,,,,
POINT (-74.6934101772509 3.9989524961319582),ADTP0676,679,LAS MOSCAS,73,TOLIMA,73226,CUNDAY,MARGARITA,350,0,Pequeña,0,Riego y Drenaje,AOM,SI,130,ASOCIACION DE USUARIOS,ASOMOSCAS,330 del 13/10/1999,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 41.605' W,3° 59.937' N,Río Prado,2116
POINT (-74.62664837273742 4.081012610981447),ADTP0677,680,VARSOVIA,73,TOLIMA,73226,CUNDAY,VARSOVIA,50,0,Pequeña,680,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASOVARSOVIA,715 del 01/09/1993,Banano,,,,,,,,,
POINT (-74.81248914937511 3.5044642516984097),ADTP0678,681,AMBICA,73,TOLIMA,73236,DOLORES,AMBICA,55,0,Pequeña,0,Riego y Drenaje,AOM,SI,55,ASOCIACION DE USUARIOS,USOAMBICA-DOLORES,1111 del 17/12/1992,Banano,,,,,,,,,
POINT (-74.91610473394843 4.127284551877953),ADTG0014,684,COELLO Y CUCUANA,73,TOLIMA,,GUAMO,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.85615038675546 5.050463148254818),ADTP0680,685,PALMERAS I,73,TOLIMA,73055,ARMERO (Guayabal),SIN INFORMACIÓN,110,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,11,INCODER,ASOPALMERAS I,SIN INFORMACIÓN,Algodón,,,,,,,,,
POINT (-74.76149472469005 5.069409371018881),ADTP0681,686,FILADELFIA,73,TOLIMA,73349,HONDA,MENDEZ,28,0,Pequeña,325,Riego y Drenaje,SIN INFORMACIÓN,NO,12,ASOCIACION DE USUARIOS,SIN INFORMACIÓN,SIN INFORMACIÓN,Limón,,,,,,,,,
POINT (-74.55879983463751 4.198143728982072),ADTP0682,687,BASCONTA,73,TOLIMA,73352,ICONONZO,BASCONTA ALTA,80,0,Pequeña,982,Riego y Drenaje,SIN INFORMACIÓN,NO,34,ASOCIACION DE USUARIOS,ASOBASCONTA,338 del 02/05/1990,Maíz,,,,,,,,,
POINT (-74.6116553739457 4.123270880582852),ADTP0683,688,MARAVILLA,73,TOLIMA,73352,ICONONZO,LA MARAVILLA,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,23,ASOCIACION DE USUARIOS,ASOMARAVILLA,597 del 31/08/1989,Habichuela,,,,,,,,,
POINT (-74.91865943243438 4.857529547424005),ADTP0684,689,CACIQUE,73,TOLIMA,73408,LÉRIDA,INSULA,81,0,Pequeña,2688,Riego y Drenaje,AOM,SI,23,ASOCIACION DE USUARIOS,ASOCACIQUE,259 del 05/06/2014,Arroz,,,,,,,,,
POINT (-74.89018545161188 4.804854259090983),ADTG0015,690,RIO RECIO,73,TOLIMA,,LERIDA,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.90564214775276 5.2373091454499985),ADTM0015,691,RIO GUALI,73,TOLIMA,73443,MARIQUITA,SIN INFORMACIÓN,730,0,Mediana,0,Riego y Drenaje,AOM,SI,150,SIN INFORMACIÓN,ASOGUALI,53 del 14/02/2007,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 54.338' W,5° 14.238' N,Río Gualí,2301
POINT (-75.17157929341495 3.4310913027085155),ADTP0685,692,ALTAMIRA,73,TOLIMA,73483,NATAGAIMA,ALTAMIRA - RESGUARDO INDÍGENA ANACARCO,116,0,Pequeña,380,Riego y Drenaje,SIN INFORMACIÓN,NO,34,ASOCIACION DE USUARIOS,ASOALTAMIRA,301 del 21/06/1996,Algodón,,,,,,,,,
POINT (-75.12976536666783 3.546281269961949),ADTP0686,693,ANACARCO,73,TOLIMA,73483,NATAGAIMA,SIN INFORMACIÓN,36,0,Pequeña,0,Riego y Drenaje,AOM,SI,160,SIN INFORMACIÓN,USOANACARCO,SIN INFORMACIÓN,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,75° 7.786' W,3° 32.777' N,Río Aipe,
POINT (-75.12255946742287 3.6315136792262086),ADTP0687,694,EL VATICANO,73,TOLIMA,73483,NATAGAIMA,PALMA ALTA,70,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,27,ASOCIACION DE USUARIOS,VATICANO,278 del 21/06/1996,Algodón,,,,,,,,,
POINT (-75.07257579342188 3.5150915326468097),ADTP0688,695,TINAJAS,73,TOLIMA,73483,NATAGAIMA,TINAJAS,116,0,Pequeña,361,Riego y Drenaje,SIN INFORMACIÓN,NO,34,ASOCIACION DE USUARIOS,ASOTINAJAS,SIN INFORMACIÓN,Algodón,,,,,,,,,
POINT (-75.30263395934196 3.9680183094476478),ADTP0689,696,ANABA CALARMA,73,TOLIMA,73504,ORTEGA,CALARMA,66,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,36,ASOCIACION DE USUARIOS,ASOANABA,SIN INFORMACIÓN,Cacao,,,,,,,,,
POINT (-75.15652736456599 3.8976161248054657),ADTP0690,697,GUATAVITA TUA-MOJARRAS Y COFRADIAS,73,TOLIMA,73504,ORTEGA,GUATAVITA TUA-MOJARRAS Y COFRADIAS (RESGUARDO INDÍGENA),45,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,45,ASOCIACION DE USUARIOS,ASOGUATAVITAS,409 del 28/06/1996,Maíz,,,,,,,,,
POINT (-75.25407384977694 3.920988101625602),ADTP0691,698,PALOMA PLAYA VERDE,73,TOLIMA,73504,ORTEGA,SIN INFORMACIÓN,58,0,Pequeña,0,Riego y Drenaje,AOM,SI,23,ASOCIACION DE USUARIOS,ASOPALOMA,SIN INFORMACIÓN,SIN INFORMACIÓN,CORTOLIMA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,75° 15.244' W,3° 55.259' N,Río Tetuán,
