the_geom,ID Upra,ID Incoder,Nombre Distrito,Código departamento,Departamento,Código municipio,Municipio,Vereda,Área neta,Área bruta,Escala,Altitud,Tipo de Distrito ,Etapa Distrito,Funciona,Numero usuarios,Administra,Asociación de usuarios,Resolucion,Usos actuales,CAR,Fuentes hídricas,Concesion,Polígono,Entidad fuente,Longitud,Latitud,Nombre subzona hidrográfica,Código Subzona hidrográfica
POINT (-75.97487693317217 9.323692813961058),ADTP0250,238,CAÑO GRANDE,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,CAÑO GRANDE,131,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,40,ASOCIACION DE USUARIOS,COVICOMPACGRA,SIN INFORMACIÓN,Arroz,,,,,,,,,
POINT (-73.46129562296295 10.505394667572698),ADTP0240,226,PUEBLO BELLO,20,CESAR,20001,VALLEDUPAR,PUEBLO BELLO,51,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,64,ASOCIACION DE USUARIOS,ASOPUEBLO BELLO,609 del 01/10/1996,Frutales,,,,,,,,,
POINT (-75.76204343112909 9.097649613283503),ADTP0241,227,TREMENTINO,23,CÓRDOBA,23300,COTORRA,TREMENTINO,154,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,44,ASOCIACION DE USUARIOS,ASOTREMENTINO,322 del 28/06/1996,Arroz,,,,,,,,,
POINT (-75.88173208205642 9.237553124054426),ADTP0242,228,EL SALADO,23,CÓRDOBA,23417,LORICA,LOS HIGALES,,,,,,,,,,,,,,,,,,,,,
POINT (-75.92646414576792 9.333351959970845),ADTM0007,229,LA DOCTRINA,23,CÓRDOBA,,SAN BERNARDO DEL VIENTO,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.95887921010234 8.584063376762382),ADTP0243,230,COSTA DE ORO,23,CÓRDOBA,23001,MONTERÍA,TRES PIEDRAS,,,,,,,,,,,,,,,,,,,,,
POINT (-76.00828567291326 8.45662748563736),ADTP0244,231,LAS PALOMAS,23,CÓRDOBA,23001,MONTERÍA,LA PLAYA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.78239349080533 8.867532328116763),ADTG0004,232,MONTERIA - MOCARI,23,CÓRDOBA,,MONTERÍA,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.49290773712899 8.973830437880908),ADTP0245,233,CERRO BOMBA,23,CÓRDOBA,23660,SAHAGÚN,CERRO BOMBA,9,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,27,ASOCIACION DE USUARIOS,SIN INFORMACIÓN,47 del 30/01/1997,Yuca,,,,,,,,,
POINT (-75.49677178199718 9.255671645185068),ADTP0246,234,AGUAS MOHOSAS,23,CÓRDOBA,,TUCHÍN,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.54757129178485 9.112256692428891),ADTP0247,235,BAJO GRANDE,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,BAJO GRANDE,15,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,20,ASOCIACION DE USUARIOS,ASOBAJO GRANDE,349 del 28/06/1996,Yuca,,,,,,,,,
POINT (-75.51352778976229 9.256843915077994),ADTP0248,236,LA ESMERALDA,23,CÓRDOBA,23815,TUCHÍN,ESMERALDA,5,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,47,INCODER,ASOESMERALDA,626 del 01/10/1996,Frutales (Mango,,,,,,,,,
POINT (-75.96163734610721 9.373054123783726),ADTP0251,239,DAMASCO EL CASTILLO,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,DAMASCO EL CASTILLO,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,132,ASOCIACION DE USUARIOS,ASODAMASCO - ASOCIACIÓN CASTILLO DAMASCO,163 del 30/03/2001,Arroz,,,,,,,,,
POINT (-75.9542820803968 9.292462538955022),ADTP0252,240,VILLA CLARA,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,VILLA CLARA,180,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,56,ASOCIACION DE USUARIOS,ASOVIC,SIN INFORMACIÓN,Arroz,,,,,,,,,
POINT (-75.55006923377321 9.221417572601366),ADTP0253,241,BELLA CECILIO,23,CÓRDOBA,23815,TUCHÍN,VIDALES,18,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,26,ASOCIACION DE USUARIOS,GUAPINSINÚ,SIN INFORMACIÓN,Caña Flecha,,,,,,,,,
POINT (-75.53781681537933 9.215129507580706),ADTP0254,242,MOLINA BARBACOAS Y SABANAL,23,CÓRDOBA,23815,TUCHÍN,MOLINA,150,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,111,ASOCIACION DE USUARIOS,MOLINA BARBACOAS Y SABANAL,SIN INFORMACIÓN,Yuca,,,,,,,,,
POINT (-74.45945638986096 4.775563224868217),ADTP0255,243,BALSILLAS CORAMA,25,CUNDINAMARCA,25040,ANOLAIMA,BALSILLAS,,,,,,,,,,,,,,,,,,,,,
POINT (-74.40146323122768 4.233977427953932),ADTP0256,244,SABANETA,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.79429935482133 4.677023759550807),ADTP0257,245,PAQUILÓ,25,CUNDINAMARCA,25086,BELTRÁN,SIN INFORMACIÓN,185,0,Pequeña,246,Riego y Drenaje,SIN INFORMACIÓN,NO,58,INCODER,ASOMAPA,521 del 10/12/1997,Maíz,,,,,,,,,
POINT (-74.51314490867865 3.9945960008808457),ADTP0258,246,ALTO ARIARI,25,CUNDINAMARCA,25120,CABRERA,ALTO ARIARI,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,30,ASOCIACION DE USUARIOS,ASOALTOARIARI (ALTO ARIARI No. 1 - Antes),199 del 12/03/2002,Fríjol,,,,,,,,,
POINT (-74.48345004965279 3.9503448339994067),ADTP0259,247,SANTA LUCIA,25,CUNDINAMARCA,25120,CABRERA,SANTA LUCIA,36,0,Pequeña,12,Riego y Drenaje,SIN INFORMACIÓN,NO,36,ASOCIACION DE USUARIOS,ASOSANTALUCIA,62 del 18/01/1990,Frijol,,,,,,,,,
POINT (-74.44438354321878 4.721811480334359),ADTP0260,248,PETALUMA - MALABRIGO,25,CUNDINAMARCA,25123,CACHIPAY,PETALUMA,,,,,,,,,,,,,,,,,,,,,
POINT (-74.46050288942708 4.724609989178926),ADTP0261,249,SAN JOSE PETALUMA,25,CUNDINAMARCA,25123,CACHIPAY,PETALUMA,,,,,,,,,,,,,,,,,,,,,
POINT (-74.06400252895995 4.434270860626711),ADTP0262,250,ASOCASIE,25,CUNDINAMARCA,25178,CHIPAQUE,SIECHA,83,0,Pequeña,0,Riego y Drenaje,AOM,SI,83,ASOCIACION DE USUARIOS,ASOCASIE,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPORINOQUIA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 3.840' W,4° 26.056' N,Río Guayuriba,3502
POINT (-73.93865074867391 4.5769127074187015),ADTP0263,251,FERROLARADA,25,CUNDINAMARCA,25181,CHOACHÍ,FERRALARADA,102,0,Pequeña,0,Riego y Drenaje,AOM,SI,102,SIN INFORMACIÓN,ASOFONTE,125 del 25/03/2010,Habichuela,,,,,,,,,
POINT (-73.92226078408149 4.567770964622863),ADTP0264,252,PROGRESO,25,CUNDINAMARCA,25181,CHOACHÍ,GUAZA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.9089059965744 4.5616756999889025),ADTP0265,253,RESGUARDO,25,CUNDINAMARCA,25181,CHOACHÍ,EL HATO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.77665325292057 4.513189325447897),ADTP0266,254,CHINIA,25,CUNDINAMARCA,25279,FÓMEQUE,CHINIA,25,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASODISCHINIA,454 del 15/08/2012,Tomate,,,,,,,,,
POINT (-73.89359268843006 4.488943853014179),ADTP0267,255,EL PORVENIR,25,CUNDINAMARCA,25279,FÓMEQUE,SIN INFORMACIÓN,79,0,Pequeña,1250,Riego y Drenaje,AOM,SI,250,INCODER,ASOPORVENIR,743 del 07/11/1996,Tomate,,,,,,,,,
POINT (-73.8109865482487 4.507460408648741),ADTP0268,256,RIO BLANCO,25,CUNDINAMARCA,25279,FÓMEQUE,RIO NEGRO - RIO BLANCO - SALITRE,79,0,Pequeña,0,Riego y Drenaje,AOM,SI,79,ASOCIACION DE USUARIOS,ASOURIOBLANCO,193 del 13/05/2010,Tomate,,,,,,,,,
POINT (-73.88599063468368 4.450323868031258),ADTP0269,257,SUSA - GRAMAL,25,CUNDINAMARCA,25279,FÓMEQUE,SIN INFORMACIÓN,235,0,Pequeña,0,Riego y Drenaje,AOM,SI,235,INCODER,ASOSUSAGRAMAL,118 del 14/02/2002,Tomate,,,,,,,,,
POINT (-73.79810364266288 4.530424896223412),ADTP0270,258,UCUATOQUE,25,CUNDINAMARCA,25279,FÓMEQUE,COACHA Y UCUATOQUE,69,0,Pequeña,0,Riego y Drenaje,AOM,SI,69,ASOCIACION DE USUARIOS,ASOUCOACHA - ASOUCUATOQUE,843 del 29/10/1990,Pimentón,,,,,,,,,
POINT (-73.93027984057935 4.278636004254785),ADTP0271,259,HERRERO GRANADILLO,25,CUNDINAMARCA,25281,FOSCA,HERRERO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.92376915767004 4.277129098451911),ADTP0272,260,LA PALMA,25,CUNDINAMARCA,25281,FOSCA,LA PALMA,30,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,16,ASOCIACION DE USUARIOS,ASOLAPALMA,624 del 30/05/2008,Sagú,,,,,,,,,
POINT (-74.39091607260609 4.318310484950113),ADTP0273,261,BOCHICA,25,CUNDINAMARCA,25290,FUSAGASUGÁ,ALTAGRACIA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.97069752679504 4.486528622678794),ADTP0285,274,ESPERANZA,25,CUNDINAMARCA,25841,UBAQUE,SANTA ANA ALTA,,,,,,,,,,,,,,,,,,,,,
POINT (-74.41188474006462 4.3120978039932085),ADTP0274,262,ESPINALITO,25,CUNDINAMARCA,25290,FUSAGASUGÁ,ESPINALITO,127,0,Pequeña,0,Riego y Drenaje,AOM,SI,127,INCODER,ASOASES,121 del 14/02/2002,Tomate,,,,,,,,,
POINT (-74.18696937486393 4.74295439849836),ADTG0005,263,LA RAMADA,25,CUNDINAMARCA,,MADRID,,,,,,,,,,,,,,,,,,,,,,
POINT (-73.32698123089632 4.471599352559735),ADTP0275,264,SAN JUANITO-ARENALES,25,CUNDINAMARCA,25438,MEDINA,SAN JUANITO,54,0,Pequeña,0,Riego y Drenaje,AOM,SI,57,ASOCIACION DE USUARIOS,ASOJUANITO,766 del 07/11/1996,Pastos,,,,,,,,,
POINT (-74.28180741219977 4.301895917440381),ADTP0276,265,EL BOSQUE,25,CUNDINAMARCA,25535,PASCA,BOCADEMONTE,,,,,,,,,,,,,,,,,,,,,
POINT (-74.32580109695373 4.290872326425611),ADTP0277,266,LAZARO FONTE,25,CUNDINAMARCA,25535,PASCA,LA ARGENTINA,,,,,,,,,,,,,,,,,,,,,
POINT (-74.2640709093205 4.28833722156909),ADTP0278,267,SAN PEDRO - PUENTE CARO,25,CUNDINAMARCA,25535,PASCA,SAN PEDRO,,,,,,,,,,,,,,,,,,,,,
POINT (-74.34882204593812 4.300673793427932),ADTP0279,268,ALBESA,25,CUNDINAMARCA,,FUSAGASUGÁ,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.61966038405113 2.2237687567163062),ADTP0311,302,CAMPO AMOR,41,HUILA,41298,GARZÓN,MAJO,,,,,,,,,,,,,,,,,,,,,
POINT (-74.54399483989422 4.675543006267725),ADTP0280,269,LIBANO SANTA CRUZ,25,CUNDINAMARCA,25596,QUIPILE,LÍBANO Y SANTA CRUZ,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,57,ASOCIACION DE USUARIOS,ASOLIBACRUZ,838 del 29/10/1990,Caña Panelera,,,,,,,,,
POINT (-74.65125596702063 4.837921412641282),ADTP0281,270,LOS OLIVOS,25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,LOS OLIVOS,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,21,ASOCIACION DE USUARIOS,ASOLIVOS,19 del 08/01/1999,Pastos,,,,,,,,,
POINT (-73.84691627981944 5.500860213109845),ADTP0282,271,SIMIJACA,25,CUNDINAMARCA,25745,SIMIJACA,PANTANO Y JUNCAL,450,0,Pequeña,0,Riego y Drenaje,AOM,SI,320,SIN INFORMACIÓN,ASODIRSIMIJACA,1602 del 26/10/2009,SIN INFORMACIÓN,CAR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,73° 50.815' W,5° 30.052' N,Río Suárez,2401
POINT (-73.95184576265817 4.491006462003571),ADTP0283,272,DAT ROCA,25,CUNDINAMARCA,25841,UBAQUE,ROMERO ALTO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.91929033784193 4.466817311379634),ADTP0284,273,DISRIEGO No. 2,25,CUNDINAMARCA,25841,UBAQUE,GANCO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.96970383315026 4.496983779590677),ADTP0286,275,PEÑA AZUL,25,CUNDINAMARCA,25841,UBAQUE,PUEBLO NUEVO,,,,,,,,,,,,,,,,,,,,,
POINT (-73.9855782190278 4.499973186647264),ADTP0287,276,ROMERO ALTO - ROMERO BAJO CENTRO AFUERA,25,CUNDINAMARCA,25841,UBAQUE,CACIQUE,,,,,,,,,,,,,,,,,,,,,
POINT (-73.78671226229952 5.518593519573752),ADTG0006,277,FUQUENE - CUCUNUBÁ,25,CUNDINAMARCA,,SAN MIGUEL DE SEMA,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.28229040182885 3.2528051383477004),ADTP0288,278,BRIGADA,41,HUILA,41016,AIPE,SIN INFORMACIÓN,60,0,Pequeña,0,Riego y Drenaje,AOM,SI,8,ASOCIACION DE USUARIOS,ASOBRIGADA,552 del 24/11/2006,Arroz,CAM,R. Aipe,SI,NO,PROYECTAMOS,75° 16.938' W,3° 15.168' N,Río Aipe,
POINT (-75.30863638617951 3.2601262970263623),ADTP0289,279,SAN BORJA,41,HUILA,41016,AIPE,LA VICTORIA,130,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,USOSANBORJA,976 del 11/12/2002,Arroz,,,,,,,,,
POINT (-75.18733348174186 2.596131335668915),ADTP0290,280,BAJO QUEBRADON NORTE,41,HUILA,41020,ALGECIRAS,BAJO QUEBRADON,80,0,Pequeña,0,Riego y Drenaje,AOM,SI,23,ASOCIACION DE USUARIOS,ASOBAJO QUEBRADON NORTE,SIN INFORMACIÓN,Café,,,,,,,,,
POINT (-75.27751668964356 2.5464966081029967),ADTP0291,281,BELLAVISTA-EL PUENTE,41,HUILA,41020,ALGECIRAS,BELLAVISTA EL PUENTE,,,,,,,,,,,,,,,,,,,,,
POINT (-75.29492024565582 2.4959016881648783),ADTP0292,282,EL POMO,41,HUILA,41020,ALGECIRAS,EL POMO,150,0,Pequeña,1000,Riego y Drenaje,AOM,SI,52,SIN INFORMACIÓN,ASOELPOMO,541 del 16/12/1997,Café,CAM,Q. Los Negros,SI,NO,PROYECTAMOS,75° 17.695' W,2° 29.754' N,Rio Neiva,2110
POINT (-75.14398794518384 2.6158350523101426),ADTP0293,283,LIBANO ORIENTE,41,HUILA,41020,ALGECIRAS,LIBANO ORIENTE Y BRISAS,40,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,20,ASOCIACION DE USUARIOS,ASOLIBANO ORIENTE,369 del 14/05/2002,Café,,,,,,,,,
POINT (-75.14398794518384 2.6158350523101426),ADTP0294,284,LIBANO ORIENTE II,41,HUILA,41020,ALGECIRAS,LIBANO ORIENTE,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,56,SIN INFORMACIÓN,ASOLIBANOORIENTE,62 del 02/02/2001,Café,,,,,,,,,
POINT (-75.3010285109691 2.449498942863967),ADTP0295,285,SAN JOSÉ,41,HUILA,41020,ALGECIRAS,SAN JÓSE BAJO Y ALTO,92,0,Pequeña,575,Riego y Drenaje,AOM,SI,63,SIN INFORMACIÓN,ASOSANJOSE,171 del 10/05/2007,Café,,,,,,,,,
POINT (-75.3732787201505 2.430872339990682),ADTP0296,286,SATÍAS ANDES BAJOS,41,HUILA,41020,ALGECIRAS,SATIAS,187,0,Pequeña,0,Riego y Drenaje,AOM,SI,75,ASOCIACION DE USUARIOS,ASOSATIAS ANDES BAJOS,516 del 28/08/1996,Café,,,,,,,,,
POINT (-75.73950012425568 2.0971452977134564),ADTP0297,287,GUACAS,41,HUILA,41026,ALTAMIRA,SIN INFORMACIÓN,177,0,Pequeña,0,Riego y Drenaje,AOM,SI,5,ASOCIACION DE USUARIOS,ASOGUACAS,532 del 22/11/2006,Arroz,,,,,,,,,
POINT (-75.7597369581154 2.0865609976142654),ADTP0298,288,LLANOS DE LA VIRGEN,41,HUILA,41026,ALTAMIRA,LLANO DE LA VIRGEN RANCHO ESPINAL,460,0,Pequeña,0,Riego y Drenaje,AOM,SI,89,SIN INFORMACIÓN,ASOLLANOS DE LA VIRGEN,SIN INFORMACIÓN,Uva,,,,,,,,,
POINT (-75.78072004588162 2.072958006450958),ADTP0299,289,MILAGROS,41,HUILA,41026,ALTAMIRA,SIN INFORMACIÓN,180,0,Pequeña,0,Riego y Drenaje,AOM,SI,30,ASOCIACION DE USUARIOS,ASOMILAGROS,17 del 16/01/2007,Arroz,,,,,,,,,
POINT (-75.01191701006553 3.12407081758262),ADTP0300,290,LA SIRIA,41,HUILA,41078,BARAYA,LA SIRIA,40,0,Pequeña,1100,Riego y Drenaje,AOM,SI,16,ASOCIACION DE USUARIOS,ASOSIRIA,352 del 28/06/1996,Frutales,,,,,,,,,
POINT (-74.94249121139676 3.113189248393161),ADTP0301,291,PATIA SOTO,41,HUILA,41078,BARAYA,PATIA YSOTO,67,0,Pequeña,0,Riego y Drenaje,AOM,SI,32,ASOCIACION DE USUARIOS,ASOPATIA-SOTO,135 del 26/03/2010,Café,,,,,,,,,
POINT (-74.94184237667861 3.155607651030706),ADTP0302,292,TOTUMITO,41,HUILA,41078,BARAYA,TOTUMITO MEDIO,30,0,Pequeña,1600,Riego y Drenaje,AOM,SI,15,ASOCIACION DE USUARIOS,ASOTOTUMITO,740 del 27/09/2002,Café,,,,,,,,,
POINT (-75.35403944307222 2.6558262743595753),ADTP0303,293,ALTO PIRAVANTE,41,HUILA,41132,CAMPOALEGRE,ALTO PIRAVANTE,26,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,18,ASOCIACION DE USUARIOS,ASOALTO PIRAVANTE,384 del 23/05/2002,Hortalizas,,,,,,,,,
POINT (-75.3837460391768 2.725393758396716),ADTM0008,294,MINIDISTRITO DE RIEGO USOIGUA (El TUNEL),41,HUILA,41132,CAMPOALEGRE,LLANO SUR,,,,,,,,,,,,,,,,,,,,,
POINT (-75.32807668822102 2.6561249794164996),ADTP0304,295,SEBASTOPOL,41,HUILA,41132,CAMPOALEGRE,EL RINCON,118,0,Pequeña,480,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASOSEBASTOPOL,539 del 16/12/1997,Arroz,CAM,R. Magdalena,SI,NO,PROYECTAMOS,75° 19.685' W,2° 39.368' N,Rio Neiva,2110
POINT (-74.54858356392734 3.6855853659157782),ADTP0305,296,BOQUERÓN,41,HUILA,41206,COLOMBIA,EL BOQUERÓN,170,0,Pequeña,0,Riego y Drenaje,AOM,SI,52,SIN INFORMACIÓN,ASOBOQUERON,SIN INFORMACIÓN,Café,,,,,,,,,
POINT (-74.58094770283525 3.639629183915342),ADTP0306,297,LA UNIÓN,41,HUILA,41206,COLOMBIA,UNIÓN,75,0,Pequeña,11,Riego y Drenaje,SIN INFORMACIÓN,NO,36,SIN INFORMACIÓN,ASOUNION,148 del 1997,Frutales Cítricos,,,,,,,,,
POINT (-74.73489658090722 3.3032660630362205),ADTP0307,298,SAN ANTONIO ALTO,41,HUILA,41206,COLOMBIA,HORIZONTE,90,0,Pequeña,1164,Riego y Drenaje,SIN INFORMACIÓN,NO,57,INCODER,ASOSAN ANTONIO ALTO,SIN INFORMACIÓN,Maracuyá,,,,,,,,,
POINT (-74.62283978004417 3.6032370332889663),ADTP0308,299,SAN ANTONIO ALTO HORIZONTE,41,HUILA,41206,COLOMBIA,SAN ANTONIO ALTO Y HORIZONTE,142,0,Pequeña,0,Riego y Drenaje,AOM,SI,57,ASOCIACION DE USUARIOS,ASOHORIZONTE,586 del 10/12/2001,Café,,,,,,,,,
POINT (-75.56963264808421 2.3383903965931623),ADTP0320,311,BAJO COROZAL,41,HUILA,41306,GIGANTE,BAJO COROZAL,48,0,Pequeña,1521,Riego y Drenaje,AOM,SI,24,ASOCIACION DE USUARIOS,ASOBAJO-COROZAL,727 del 1996,Pastos,,,,,,,,,
POINT (-74.74251685918024 3.467172375213678),ADTP0309,300,SAN ANTONIO BAJO,41,HUILA,41206,COLOMBIA,SAN ANTONIO BAJO,30,0,Pequeña,1164,Riego y Drenaje,AOM,SI,21,ASOCIACION DE USUARIOS,ASOSANANTONIO BAJO,290 del 21/06/1996,Maracuyá,,,,,,,,,
POINT (-74.67607341423104 3.43285073198867),ADTP0310,301,SAN MARCOS,41,HUILA,41206,COLOMBIA,SAN MARCOS,75,0,Pequeña,1456,Riego y Drenaje,AOM,SI,75,SIN INFORMACIÓN,ASOSAN MARCOS,162 del 30/03/2001,Café,,,,,,,,,
POINT (-75.56175846987355 2.1126843251065597),ADTP0312,303,EL DESCANSO,41,HUILA,41298,GARZÓN,EL DESCANSO,,,,,,,,,,,,,,,,,,,,,
POINT (-75.60428739084229 2.1468334587677678),ADTP0313,304,FILO GUAYABAL - FILO DE GUAYABAL (Antes,41,HUILA,41298,GARZÓN,FILO DE GUAYABAL,71,0,Pequeña,0,Riego y Drenaje,AOM,SI,71,ASOCIACION DE USUARIOS,ASOFILO GUAYABAL - ASOFILO DE GUAYABAL (Antes),694 del 24/12/2001,Café,,,,,,,,,
POINT (-75.56453512177518 2.2423110308280294),ADTP0314,305,PESCADO EL ROSARIO - ROMPESON,41,HUILA,41298,GARZÓN,EL ROSARIO,,,,,,,,,,,,,,,,,,,,,
POINT (-75.51213801408025 2.198474123120504),ADTP0315,306,POTRERILLOS,41,HUILA,41298,GARZÓN,POTRERILLOS,96,0,Pequeña,0,Riego y Drenaje,AOM,SI,36,SIN INFORMACIÓN,ASOPOTRERILLOS,57 del 2013,Café,,,,,,,,,
POINT (-75.55078574899568 2.1870715647605454),ADTP0316,307,SANTA MARTA,41,HUILA,41298,GARZÓN,SANTA MARTA,75,0,Pequeña,1356,Riego y Drenaje,AOM,SI,50,ASOCIACION DE USUARIOS,ASOSANTA MARTA,22 del 11/02/1998,Café,,,,,,,,,
POINT (-75.54200715044223 2.149540130777694),ADTP0317,308,UNIÓN LAS CEIBAS,41,HUILA,41298,GARZÓN,UNIÓN,,,,,,,,,,,,,,,,,,,,,
POINT (-75.62547235573079 2.103062191149293),ADTP0318,309,EL MESÓN,41,HUILA,41298,GARZÓN,EL MESÓN,45,0,Pequeña,1443,Riego y Drenaje,AOM,SI,88,SIN INFORMACIÓN,ASOELMESÓN,324 del 13/10/1999,Café,,,,,,,,,
POINT (-75.49996183442994 2.447611548867542),ADTP0319,310,ALGARROBO-BAJO COROZAL,41,HUILA,41306,GIGANTE,LIBERTADOR,45,0,Pequeña,0,Riego y Drenaje,AOM,SI,21,ASOCIACION DE USUARIOS,ASOALGARROBO-BAJO COROZAL,64 del 2001,Pastos,,,,,,,,,
POINT (-75.53732576136282 2.4316205031969793),ADTP0321,312,EL PIÑAL,41,HUILA,41306,GIGANTE,EL PIÑAL,136,0,Pequeña,1458,Riego y Drenaje,AOM,SI,80,ASOCIACION DE USUARIOS,ASOEL PIÑAL,348 del 28/06/1996,Café,,,,,,,,,
POINT (-75.58842873918834 2.4238650829446047),ADTP0322,313,EL RECREO,41,HUILA,41306,GIGANTE,EL RECREO,46,0,Pequeña,1020,Riego y Drenaje,AOM,SI,46,ASOCIACION DE USUARIOS,ASOELRECREO,351 del 28/06/1996,Frutales,,,,,,,,,
POINT (-75.60707006042178 2.3674144643253),ADTP0323,314,EL TENDIDO,41,HUILA,41306,GIGANTE,EL TENDIDO,30,0,Pequeña,982,Riego y Drenaje,AOM,SI,12,ASOCIACION DE USUARIOS,ASOTENDIDO,357 del 28/06/1996,Frutales,,,,,,,,,
POINT (-75.53048221125077 2.3871937662147293),ADTP0324,315,LA GUANDINOSA,41,HUILA,41306,GIGANTE,GUANDINOSA,90,0,Pequeña,0,Riego y Drenaje,AOM,SI,36,SIN INFORMACIÓN,ASOGUANDINOSA - ASOGUANDIOSA (Antes),141 del 25/02/2002,Frutales,,,,,,,,,
POINT (-75.6927945501261 1.9887927301968333),ADTP0325,316,LOS CAUCHOS,41,HUILA,41319,GUADALUPE,LOS CAUCHOS,120,0,Pequeña,900,Riego y Drenaje,AOM,SI,48,SIN INFORMACIÓN,ASOLOSCAUCHOS,744 del 27/09/2002,Hortalizas,,,,,,,,,
POINT (-75.60132844824726 2.653368806011233),ADTP0326,317,SANTA BARBARA,41,HUILA,41357,ÍQUIRA,SANTA BARBARA,51,0,Pequeña,1400,Riego y Drenaje,AOM,SI,17,ASOCIACION DE USUARIOS,ASOSANTA BARBARA,360 del 1996,Cacao,,,,,,,,,
POINT (-76.07744168199122 2.152652580685457),ADTP0327,318,BETANIA PESCADOR,41,HUILA,41378,LA ARGENTINA,BETANIA ,,,,,,,,,,,,,,,,,,,,,
POINT (-75.98101113542057 2.3012123796275903),ADTP0328,319,ALTO VILLA MERCEDES,41,HUILA,41396,LA PLATA,VILLA MERCEDES,,,,,,,,,,,,,,,,,,,,,
POINT (-76.00376255941602 2.3340159775815996),ADTP0329,320,EL TABLÓN,41,HUILA,41396,LA PLATA,BAJO RETIRO,,,,,,,,,,,,,,,,,,,,,
POINT (-75.95380252092545 2.3507436809474727),ADTP0330,321,LA GUINEA,41,HUILA,41396,LA PLATA,EL PERICO,,,,,,,,,,,,,,,,,,,,,
POINT (-75.95669213856556 2.3184826501631997),ADTP0331,322,SALADO-MOSCOPAN,41,HUILA,41396,LA PLATA,SALADO BAJO MOSCOPIN - BAJO RETIRO,114,0,Pequeña,0,Riego y Drenaje,AOM,SI,67,ASOCIACION DE USUARIOS,ASOSALADO-MOSCOPAN,408 del 28/06/1996,Café,,,,,,,,,
POINT (-76.08802728009938 2.3189319629394847),ADTP0332,323,SAN MIGUEL,41,HUILA,41396,LA PLATA,SAN MIGUEL,95,0,Pequeña,0,Riego y Drenaje,AOM,SI,58,ASOCIACION DE USUARIOS,ASOSAN MIGUEL,1043 del 27/11/1992,Lulo,,,,,,,,,
POINT (-76.05409211242024 2.3582959688774072),ADTP0333,324,SAN VICENTE,41,HUILA,41396,LA PLATA,SAN VICENTE,58,0,Pequeña,2806,Riego y Drenaje,AOM,SI,58,ASOCIACION DE USUARIOS,ASOSAN VICENTE,297 del 21/06/1996,Café,,,,,,,,,
POINT (-76.04123690568761 2.282248641803731),ADTP0334,325,VILLAMERCEDES,41,HUILA,41396,LA PLATA,VILLAMERCEDES,213,0,Pequeña,0,Riego y Drenaje,AOM,SI,120,ASOCIACION DE USUARIOS,ASOVILLAMERCEDES,342 del 21/05/1992,Café,,,,,,,,,
