Ciclo,Departamento,Cultivo,Calendario,Año_EVA,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Permanente,Magdalena,Guayaba,Siembras,2022,2.62,1.32,13.1,20.02,8.98,9.83,9.32,3.7,9.35,12.13,5.71,3.93
Permanente,Meta,Guayaba,Siembras,2022,2.62,1.32,13.1,20.02,8.98,9.83,9.32,3.7,9.35,12.13,5.71,3.93
Permanente,Nariño,Guayaba,Siembras,2022,0,10,10,10,0,0,0,0,0,50,10,10
Permanente,Norte de Santander,Guayaba,Siembras,2022,2.89,1.93,13.42,20.86,8.33,8.49,10.49,4.13,9.12,10.6,5.8,3.94
Permanente,Quindío,Guayaba,Siembras,2022,0,0,33,7,0,0,0,0,0,60,0,0
Permanente,Risaralda,Guayaba,Siembras,2022,2.62,1.32,13.1,20.02,8.98,9.83,9.32,3.7,9.35,12.13,5.71,3.93
Permanente,Santander,Guayaba,Siembras,2022,0,0.78,10.54,24.3,0,14.16,0.39,8.45,0.78,4.69,17.96,17.96
Permanente,Sucre,Guayaba,Siembras,2022,1.32,0.67,6.61,10.1,54.09,4.96,4.7,1.87,4.72,6.12,2.88,1.98
Permanente,Tolima,Guayaba,Siembras,2022,2.62,1.32,13.1,20.02,8.98,9.83,9.32,3.7,9.35,12.13,5.71,3.93
Permanente,Valle del Cauca,Guayaba,Siembras,2022,0.33,2.08,15.85,20.23,1.51,1.05,33.56,0.3,10.18,14.61,0.15,0.15
Permanente,Casanare,Guayaba,Siembras,2022,2.62,1.32,13.1,20.02,8.98,9.83,9.32,3.7,9.35,12.13,5.71,3.93
Permanente,Antioquia,Gulupa o cholupa,Cosechas,2022,4.7,4.7,7.89,7.89,8.06,8.15,7.81,6.86,6.23,6.16,15.22,16.34
Permanente,Boyacá,Gulupa o cholupa,Cosechas,2022,1.53,1.84,61.95,4.83,3.36,2.22,3.36,5.27,4.89,3.36,5.29,2.1
Permanente,Caldas,Gulupa o cholupa,Cosechas,2022,5.82,7.01,14.63,7.89,8.25,9.77,9.11,9.52,9.04,8.96,6.02,3.97
Permanente,Cauca,Gulupa o cholupa,Cosechas,2022,5.82,7.01,14.63,7.89,8.25,9.77,9.11,9.52,9.04,8.96,6.02,3.97
Permanente,Cundinamarca,Gulupa o cholupa,Cosechas,2022,9.17,9.27,9.27,9.06,9.06,9.47,11.52,9.99,9.48,11.01,2.13,0.58
Permanente,Huila,Gulupa o cholupa,Cosechas,2022,3.52,13.52,8.24,8.24,17.95,11.48,1.76,1.76,10,13.52,8.24,1.76
Permanente,Nariño,Gulupa o cholupa,Cosechas,2022,0,0,0,0,20,20,20,10,5,5,10,10
Permanente,Norte de Santander,Gulupa o cholupa,Cosechas,2022,5,8,8,8,8,9,9,9,9,9,9,9
Permanente,Quindío,Gulupa o cholupa,Cosechas,2022,5.82,7.01,14.63,7.89,8.25,9.77,9.11,9.52,9.04,8.96,6.02,3.97
Permanente,Santander,Gulupa o cholupa,Cosechas,2022,10,10,10,10,10,20,5,5,5,5,5,5
Permanente,Tolima,Gulupa o cholupa,Cosechas,2022,0,0,0,0,0,22.22,22.22,22.22,11.11,11.11,5.56,5.56
Permanente,Antioquia,Gulupa o cholupa,Siembras,2022,13.6,11.48,19,6.24,6.24,8.52,7.38,6.24,3.12,6.53,5.4,6.24
Permanente,Boyacá,Gulupa o cholupa,Siembras,2022,0,50,0,0,0,0,0,0,0,0,0,50
Permanente,Caldas,Gulupa o cholupa,Siembras,2022,4.36,13.64,11.37,8.09,9.98,9.93,5.95,4.37,11.53,5.86,4.1,10.81
Permanente,Cauca,Gulupa o cholupa,Siembras,2022,0,0,0,0,0,0,0,0,100,0,0,0
Permanente,Cundinamarca,Gulupa o cholupa,Siembras,2022,0.72,0.72,0.72,0.72,27.06,15.69,7.16,7.16,7.16,14.31,14.31,4.29
Permanente,Huila,Gulupa o cholupa,Siembras,2022,2.81,7.34,11.7,9.97,12.75,12.23,6.6,4.51,15.99,6.98,4.62,4.5
Permanente,Nariño,Gulupa o cholupa,Siembras,2022,4.36,13.64,11.37,8.09,9.98,9.93,5.95,4.37,11.53,5.86,4.1,10.81
Permanente,Norte de Santander,Gulupa o cholupa,Siembras,2022,0,25,25,25,25,0,0,0,0,0,0,0
Permanente,Quindío,Gulupa o cholupa,Siembras,2022,4.36,13.64,11.37,8.09,9.98,9.93,5.95,4.37,11.53,5.86,4.1,10.81
Permanente,Santander,Gulupa o cholupa,Siembras,2022,2.08,37.08,2.08,10.42,10.42,2.08,10,4.17,4.17,0,17.5,0
Permanente,Tolima,Gulupa o cholupa,Siembras,2022,0,0,16.37,16.37,16.81,21.02,8.41,4.2,8.41,8.41,0,0
Transitorio,Boyacá,Haba,Cosechas,2022,0,0,0,0,0,10.33,32.85,27.31,16.61,12.65,0.25,0
Transitorio,Cauca,Haba,Cosechas,2022,23.81,23.81,0,0,0,0,13.1,26.19,13.1,0,0,0
Transitorio,Cundinamarca,Haba,Cosechas,2022,9.29,4.65,0,0,0,0,0,33.7,26.96,6.74,0,18.67
Transitorio,Nariño,Haba,Cosechas,2022,3.98,5.23,10.6,10.81,8.86,5.51,10.17,9.01,8.93,9.85,7.79,9.27
Transitorio,Norte de Santander,Haba,Cosechas,2022,16.94,9.68,14.52,7.26,0,0,0,18.06,15.48,10.32,7.74,0
Transitorio,Santander,Haba,Cosechas,2022,0,0,0,0,0,0,0,40,40,20,0,0
Transitorio,Boyacá,Haba,Siembras,2022,9.25,40.74,35.82,13.51,0.4,0.28,0,0,0,0,0,0
Transitorio,Cauca,Haba,Siembras,2022,12.5,25,12.5,0,0,0,0,0,0,12.5,25,12.5
Transitorio,Cundinamarca,Haba,Siembras,2022,0,33.17,26.53,6.63,0,0,15.16,7.34,3.7,6,0.33,1.14
Transitorio,Nariño,Haba,Siembras,2022,10.46,15.18,12.99,13.35,7.44,4.71,5.32,5.7,6.31,7.55,6.41,4.58
Transitorio,Norte de Santander,Haba,Siembras,2022,0,0,17.5,15,10,7.5,0,17.5,15,10,7.5,0
Transitorio,Santander,Haba,Siembras,2022,0,0,40,40,20,0,0,0,0,0,0,0
Transitorio,Antioquia,Habichuela,Cosechas,2022,14.38,14.37,10.22,4.3,6.7,4.55,5.6,6.44,4.19,9.19,9.83,10.22
Transitorio,Atlántico,Habichuela,Cosechas,2022,0,0,0,6.67,6.67,0,0,20,25.56,18.89,11.11,11.11
Transitorio,Boyacá,Habichuela,Cosechas,2022,12.96,4.26,0.26,0.36,7.99,16.57,10.95,4.09,0.36,17.63,15.45,9.13
Transitorio,Caldas,Habichuela,Cosechas,2022,0,0,37.05,30.67,4.18,0.88,0.18,0.14,4.36,7.79,8.42,6.33
Transitorio,Cauca,Habichuela,Cosechas,2022,9.49,14.17,11.36,11.75,8.32,10.34,2.42,5.39,6.51,2.51,7.93,9.81
Transitorio,Córdoba,Habichuela,Cosechas,2022,20.36,0,0,0,0,0,45.55,0,0,11.36,11.36,11.36
Transitorio,Cundinamarca,Habichuela,Cosechas,2022,4.77,10.84,4.33,2.16,6.28,12.49,15.65,8.04,6.91,10.5,9.24,8.79
Transitorio,Chocó,Habichuela,Cosechas,2022,6.43,13.79,5.94,4.68,4.97,12.43,14.47,5.05,6.17,7.5,8.87,9.72
Transitorio,Huila,Habichuela,Cosechas,2022,5.46,7.31,7.51,8.9,7.39,14.82,14.1,4.51,3.67,7.31,9.17,9.85
Transitorio,Nariño,Habichuela,Cosechas,2022,8.87,14.61,5.92,3.13,9.21,12.19,24.34,6.15,6.04,3.22,0.12,6.2
Transitorio,Norte de Santander,Habichuela,Cosechas,2022,8.8,7.71,8.55,2.93,8.02,7.59,8.91,4.13,6.73,7.13,15.43,14.07
Transitorio,Quindío,Habichuela,Cosechas,2022,14.14,10.09,0.1,19.78,2.85,2.86,12.23,0.41,0.01,0.46,0.01,37.07
Transitorio,Risaralda,Habichuela,Cosechas,2022,0.01,0,0.29,19.88,19.77,19.89,6.77,0.05,0.19,0.24,6.8,26.1
Transitorio,Santander,Habichuela,Cosechas,2022,2.77,5.79,7.32,4.25,3.77,3.73,6.32,15.1,12.69,10.79,11.6,15.87
Transitorio,Sucre,Habichuela,Cosechas,2022,7.94,0,0,0,2.37,9.47,11.84,21.86,27.36,9.47,2.37,7.34
Transitorio,Tolima,Habichuela,Cosechas,2022,0.87,1.36,23.17,23.16,0,0.12,0.05,0.86,1.51,2.41,44.99,1.51
Transitorio,Valle del Cauca,Habichuela,Cosechas,2022,8.09,4.65,5.77,5.84,12.95,14.08,10.04,3.97,4.77,4.81,11.6,13.45
Transitorio,Antioquia,Habichuela,Siembras,2022,9.62,7.58,9.83,9.78,9.57,6.66,8.47,6.51,9.47,7.97,6.98,7.56
Transitorio,Atlántico,Habichuela,Siembras,2022,6.67,6.67,0,0,26.67,26.67,6.67,13.33,6.67,6.67,0,0
Transitorio,Boyacá,Habichuela,Siembras,2022,0.59,7.35,19.49,16.7,3.11,0.63,22.54,21.52,5.75,2.01,0.23,0.09
Transitorio,Caldas,Habichuela,Siembras,2022,21.52,20.31,3.39,1.15,0.19,0.06,13.46,13.46,20.71,5.75,0,0
Transitorio,Cauca,Habichuela,Siembras,2022,4.4,15.5,9.01,10.97,3.83,2.66,5.57,9.43,16.69,20.37,1.27,0.31
Transitorio,Córdoba,Habichuela,Siembras,2022,0,0,0,58.12,0,0,9.62,9.62,9.62,11.33,1.71,0
Transitorio,Cundinamarca,Habichuela,Siembras,2022,3.46,13.07,15.6,4.42,9.33,4.2,5.17,9.99,14.49,8.24,8.92,3.12
Transitorio,Chocó,Habichuela,Siembras,2022,3.87,11.34,14.88,8.17,8.79,3.23,5.09,10.81,14.5,9.49,7.55,2.29
Transitorio,Huila,Habichuela,Siembras,2022,6.59,11.53,13.98,13.11,6.55,3.27,6.6,8.48,6.78,10.72,8.26,4.14
Transitorio,Nariño,Habichuela,Siembras,2022,3.32,9.81,13.08,25.92,6.69,6.59,3.39,0.24,6.95,10.31,10.31,3.39
Transitorio,Norte de Santander,Habichuela,Siembras,2022,1.73,4.63,10.24,10.27,8.02,6.4,3.6,10.12,15.91,11.51,7.8,9.77
Transitorio,Quindío,Habichuela,Siembras,2022,19.77,6.98,5.69,19.57,1.33,0.11,0.03,38.69,2.3,3.06,2.35,0.11
Transitorio,Risaralda,Habichuela,Siembras,2022,0.53,14.63,14.52,14.64,5.01,0.05,0.77,1.03,5.52,19.52,23.51,0.28
Transitorio,Santander,Habichuela,Siembras,2022,5.3,8.08,9.18,11.22,12.92,4.35,5.77,9.04,12.17,12.47,7.85,1.67
Transitorio,Sucre,Habichuela,Siembras,2022,0,0,2.11,6.32,30.45,17.8,8.43,21.78,11.01,1.05,1.05,0
Transitorio,Tolima,Habichuela,Siembras,2022,19.23,17.38,3.14,5.01,5.56,0.7,15.95,20.64,6.8,4.99,0.61,0
Transitorio,Valle del Cauca,Habichuela,Siembras,2022,4.98,8.33,15.39,10.73,8.11,4.06,5.03,5.82,15.4,11.77,8.76,1.61
Permanente,Antioquia,Higo,Cosechas,2022,20,15,5,0,10,15,20,5,0,0,0,10
Permanente,Boyacá,Higo,Cosechas,2022,0,0,0,100,0,0,0,0,0,0,0,0
Permanente,Antioquia,Higo,Siembras,2022,0,0,0,50,50,0,0,0,0,0,0,0
Permanente,Boyacá,Higo,Siembras,2022,0,0,0,50,50,0,0,0,0,0,0,0
Transitorio,Antioquia,Hortalizas varias,Cosechas,2022,18.51,6.83,1.83,3.37,3.37,5.05,5.05,21.63,3.85,7.21,7.46,15.85
Transitorio,Boyacá,Hortalizas varias,Cosechas,2022,20.77,15.2,3.12,2.31,4.12,10.8,9.59,8.74,2.06,10.63,5.87,6.79
Transitorio,Caldas,Hortalizas varias,Cosechas,2022,15.15,0.01,20.51,20.51,6.84,6.84,0.01,0.01,0.01,10.94,10.94,8.21
Transitorio,Cauca,Hortalizas varias,Cosechas,2022,5.97,12.62,12.06,5.5,8.23,19.57,10.36,10.25,6.53,0,3.6,5.31
Transitorio,Córdoba,Hortalizas varias,Cosechas,2022,17.98,14.22,0,0,0,0,0,22.35,12.1,8.67,8.67,16.01
Transitorio,Cundinamarca,Hortalizas varias,Cosechas,2022,7.24,7.34,18.34,9.75,4.75,7.1,7.09,9.46,8.31,8.94,4.66,7.04
Transitorio,Huila,Hortalizas varias,Cosechas,2022,6.88,7.46,12.41,3.7,9.72,6.59,9.92,6.15,9.63,5.48,13.79,8.28
Transitorio,Norte de Santander,Hortalizas varias,Cosechas,2022,3.58,2.96,2.48,23.44,1.4,2.07,26.61,3.61,3.57,25.51,2.38,2.38
Transitorio,Quindío,Hortalizas varias,Cosechas,2022,52.17,14.94,31.93,0.2,0.2,0.2,0.1,0,0,0,0.14,0.14
Transitorio,Risaralda,Hortalizas varias,Cosechas,2022,18.28,9.12,9.12,9.07,9.07,9.07,9.07,9.07,0,9.07,0,9.07
Transitorio,Santander,Hortalizas varias,Cosechas,2022,21.84,2.32,0.27,3.31,3.9,3.38,33.3,17.41,0.12,3.84,4.34,5.98
Transitorio,Tolima,Hortalizas varias,Cosechas,2022,32.68,0,0,6.54,19.61,13.07,6.54,6.54,6.54,6.54,0.65,1.31
Transitorio,Valle del Cauca,Hortalizas varias,Cosechas,2022,100,0,0,0,0,0,0,0,0,0,0,0
Transitorio,Antioquia,Hortalizas varias,Siembras,2022,3.33,3.33,6.65,26.23,6.65,4.99,3.79,3.79,12.49,18.75,7.59,2.42
Transitorio,Boyacá,Hortalizas varias,Siembras,2022,2.72,6.49,19.66,16.65,3.31,4.04,11.3,9.17,8.54,10.17,5.77,2.18
Transitorio,Caldas,Hortalizas varias,Siembras,2022,24.92,19.94,5.01,0.03,0.05,0.05,9.99,9.99,7.5,7.5,7.51,7.51
Transitorio,Cauca,Hortalizas varias,Siembras,2022,6.03,11.97,11.55,5.55,5.73,5.69,5.19,5.76,8.64,15.8,10.22,7.86
Transitorio,Córdoba,Hortalizas varias,Siembras,2022,0,0,0.01,28.33,9.7,10.4,0,15.17,20.23,15.27,0.7,0.2
Transitorio,Cundinamarca,Hortalizas varias,Siembras,2022,10.04,10.07,5.08,7.57,7.55,10.04,9.6,9.01,5.7,7.79,8.13,9.42
Transitorio,Huila,Hortalizas varias,Siembras,2022,10.01,5.74,10.56,6.92,10.58,5.31,10.04,7.23,11.14,6.98,10.11,5.38
Transitorio,Norte de Santander,Hortalizas varias,Siembras,2022,1.07,39.04,2.54,2.54,40.75,1.16,2.15,2.37,1.93,2.49,2.21,1.74
Transitorio,Quindío,Hortalizas varias,Siembras,2022,1.9,17.83,3.8,3.8,3.8,22.94,2.17,2.17,16.2,2.17,23.21,0
Transitorio,Risaralda,Hortalizas varias,Siembras,2022,0,10,10,10,10,10,10,0,10,10,10,10
Transitorio,Santander,Hortalizas varias,Siembras,2022,1.51,3.1,3.92,24.7,14.64,0.87,3.43,4.59,15.43,20.85,6.93,0.04
Transitorio,Tolima,Hortalizas varias,Siembras,2022,5,15,15,5,5,5,5,10,15,10,5,5
Transitorio,Valle del Cauca,Hortalizas varias,Siembras,2022,10.03,8.48,5.91,10.98,8.85,6.09,7.84,7.86,9.12,10.17,8.56,6.11
Permanente,Caldas,Iraca,Cosechas,2022,9,8,9,8,9,8,9,8,8,8,8,8
Permanente,Cauca,Iraca,Cosechas,2022,20,10,0,0,0,0,20,10,10,10,10,10
Permanente,Nariño,Iraca,Cosechas,2022,7.13,6.22,6.22,7.13,7.13,8.93,10.74,14.36,9.84,8.07,7.13,7.13
Permanente,Caldas,Iraca,Siembras,2022,0,0,30,40,30,0,0,0,0,0,0,0
Permanente,Cauca,Iraca,Siembras,2022,0,0,30,40,30,0,0,0,0,0,0,0
Permanente,Nariño,Iraca,Siembras,2022,0,0,30,40,30,0,0,0,0,0,0,0
Transitorio,Chocó,Jengibre,Cosechas,2022,8.09,5.75,6.82,6.5,5.15,7.83,12.48,13.33,7.32,5.43,7.35,13.94
Transitorio,Quindío,Jengibre,Cosechas,2022,7.88,6.49,7.85,9.72,12.46,10.26,6.42,3.84,8.08,14.89,8.95,3.18
Transitorio,Chocó,Jengibre,Siembras,2022,6.35,12.57,13.29,12.75,9.99,7.4,6.97,5.13,7.79,8.24,6.68,2.85
Transitorio,Quindío,Jengibre,Siembras,2022,6.35,12.57,13.29,12.75,9.99,7.4,6.97,5.13,7.79,8.24,6.68,2.85
Permanente,Boyacá,Laurel,Cosechas,2022,8.09,6.94,7,5.61,6.16,8.16,11.15,10.58,9.36,8.61,7.67,10.67
Permanente,Boyacá,Laurel,Siembras,2022,6.35,12.57,13.29,12.75,9.99,7.4,6.97,5.13,7.79,8.24,6.68,2.85
Transitorio,Antioquia,Lechuga,Cosechas,2022,5.63,6.88,8.86,9.37,6.7,9.39,7.93,7.77,7.4,8.85,10.03,11.2
Transitorio,Boyacá,Lechuga,Cosechas,2022,7.7,6.45,8.34,2.05,8.59,13.56,11.9,7.18,6.51,5.25,9.9,12.58
Transitorio,Caldas,Lechuga,Cosechas,2022,29.41,29.41,29.41,0.59,2.94,2.94,2.94,2.35,0,0,0,0
Transitorio,Cauca,Lechuga,Cosechas,2022,10.83,10.85,10.85,1.48,15.63,16.06,16.07,1.82,1.82,0.99,7.85,5.76
Transitorio,Cundinamarca,Lechuga,Cosechas,2022,9.48,5.91,14.8,10.62,6.74,8.58,9.82,12.05,3.07,4.46,6.26,8.22
Transitorio,Nariño,Lechuga,Cosechas,2022,9.56,8.22,7.57,8.3,6.75,6.74,8.78,8.9,9.36,6.02,9.78,10.01
Transitorio,Norte de Santander,Lechuga,Cosechas,2022,14.3,8.59,17.16,15.18,8.2,5.33,5.33,4.92,4.92,0,8.13,7.92
Transitorio,Quindío,Lechuga,Cosechas,2022,2.7,2.87,1.91,13.33,11.27,11.27,11.27,11.27,11.55,0,11.27,11.27
Transitorio,Risaralda,Lechuga,Cosechas,2022,0,0,0,7.3,7.3,7.3,10.39,19.66,5.62,14.61,14.89,12.92
Transitorio,Valle del Cauca,Lechuga,Cosechas,2022,7.35,8.07,15.89,9.66,10.05,9.99,7.93,2.46,4.49,6.88,8.53,8.71
Transitorio,Antioquia,Lechuga,Siembras,2022,7.93,9.47,8.25,9.46,9.14,8.68,8.09,7.42,9.11,8.31,6.3,7.85
Transitorio,Boyacá,Lechuga,Siembras,2022,7.89,7.43,14.18,7.16,5.85,4.13,10.78,11.92,12.07,9.49,4.93,4.19
Transitorio,Caldas,Lechuga,Siembras,2022,0,20,20,20,20,20,0,0,0,0,0,0
Transitorio,Cauca,Lechuga,Siembras,2022,1.26,17.06,15.67,15.71,1.49,1.06,11.26,11.68,8.97,12,2.19,1.66
Transitorio,Cundinamarca,Lechuga,Siembras,2022,7.62,11.3,8.18,9.51,8.91,11.93,5.37,6.21,8.56,10.78,7.46,4.17
Transitorio,Nariño,Lechuga,Siembras,2022,8.2,6.77,7.22,8.42,8.61,8.8,9.05,9.25,9.6,9.25,7.68,7.15
Transitorio,Norte de Santander,Lechuga,Siembras,2022,12.58,8.39,5.45,5.45,5.03,5.03,9.75,9.48,10.32,9.77,10.08,8.69
Transitorio,Quindío,Lechuga,Siembras,2022,8.3,8.3,8.3,8.3,8.3,8.5,8.3,8.3,8.3,8.3,8.3,8.5
Transitorio,Risaralda,Lechuga,Siembras,2022,4,5.47,5.47,5.47,6.93,14,12,11.2,14.8,8.67,4.8,7.2
Transitorio,Valle del Cauca,Lechuga,Siembras,2022,8.79,9.22,9.02,11.07,5.68,6.03,10.05,10.26,10.05,8.19,5.61,6.03
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Papaya,Cosechas,2022,6.61,5.08,7.85,9.12,9.58,9.04,14.58,8.61,8.59,7.3,7.72,5.93
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Papaya,Siembras,2022,10.11,9,11.45,8.85,7.57,8.75,9.42,13.23,11.43,8.94,1.08,0.17
Permanente,Cundinamarca,Limonaria,Cosechas,2022,0,0,0,0,0,0,35.71,35.71,0,7.14,7.14,14.29
Permanente,Cundinamarca,Limonaria,Siembras,2022,0,0,25,25,0,0,5,5,10,10,10,10
Permanente,Antioquia,Lulo,Cosechas,2022,6.37,9.79,7.88,7.04,6.62,8.67,7.65,9.05,10.95,9.15,8.15,8.68
Permanente,Boyacá,Lulo,Cosechas,2022,2.36,3.11,5.64,6.7,11.01,10.37,7.75,6.25,10.6,14.28,17.43,4.52
Permanente,Caldas,Lulo,Cosechas,2022,8.37,7.08,9.78,7.39,9.92,10.79,12.52,7.27,8.49,8.89,8.26,1.23
Permanente,Caquetá,Lulo,Cosechas,2022,20,30,20,20,10,0,0,0,0,0,0,0
Permanente,Cauca,Lulo,Cosechas,2022,4.47,5.59,8.62,9.61,8.76,8.87,14.29,11.64,11.04,6.15,4.79,6.18
Permanente,Cesar,Lulo,Cosechas,2022,2.91,4.89,4.89,4.89,12.19,7.81,7.81,6.82,13.39,13.4,9.01,11.98
Permanente,Cundinamarca,Lulo,Cosechas,2022,6.71,5.81,3.98,3.22,6.77,5.62,15.45,2.83,11.08,14.1,12.43,12.02
Permanente,Chocó,Lulo,Cosechas,2022,3.03,3.88,3.88,3.88,3.88,9.3,12.01,14.72,14.72,14.72,9.79,6.23
Permanente,Huila,Lulo,Cosechas,2022,10.75,4.67,9.06,11,8,8.6,9.29,8.13,4.89,8.86,8.68,8.08
Permanente,La guajira,Lulo,Cosechas,2022,1.48,7.96,6.48,10,17.04,10,8.52,10,8.52,10,10,0
Permanente,Magdalena,Lulo,Cosechas,2022,6.16,9.23,5.16,14.82,7.63,9.54,10,8.62,4.77,7.47,7.56,9.06
Permanente,Meta,Lulo,Cosechas,2022,0,0,5,10,10,10,10,30,10,10,5,0
Permanente,Nariño,Lulo,Cosechas,2022,6.88,5.64,8.87,12.94,11.8,9.8,8.72,8.49,7.31,6.58,6.39,6.59
Permanente,Norte de Santander,Lulo,Cosechas,2022,2.58,6.73,14.1,14.05,9.25,5.02,4.14,4.03,13.49,14.21,7.03,5.37
Permanente,Quindío,Lulo,Cosechas,2022,7.77,10.94,16.2,19.14,7.91,4.24,0.31,0.35,7.5,11.08,7.4,7.16
Permanente,Risaralda,Lulo,Cosechas,2022,3.88,3.84,12.89,3.56,3.58,13.52,2.78,2.87,15.55,3.82,6.8,26.93
Permanente,Santander,Lulo,Cosechas,2022,4.69,4.83,9.36,8.04,7.53,11.19,9.98,10.39,11.03,9.69,9.34,3.92
Permanente,Tolima,Lulo,Cosechas,2022,3.81,3.81,9.7,13.21,8.81,9.3,7.5,10.93,12.83,11.37,5.07,3.67
Permanente,Valle del Cauca,Lulo,Cosechas,2022,2.82,7.66,11.77,13.09,8.48,6.99,7.09,7.9,10.72,8.14,8.57,6.8
Permanente,Casanare,Lulo,Cosechas,2022,4,6,10,5,5,10,20,10,10,10,10,0
Permanente,Putumayo,Lulo,Cosechas,2022,16.08,0,17.85,16.08,0,0,33.92,0,0,16.08,0,0
Permanente,Antioquia,Lulo,Siembras,2022,22.26,20.76,14.14,2.01,0.34,28.74,9.38,2.07,0.3,0,0,0
Permanente,Boyacá,Lulo,Siembras,2022,0,2.27,12.63,27.33,13.92,8,6.91,4.25,11.97,9.73,3,0
Permanente,Caldas,Lulo,Siembras,2022,7.92,8.84,8.94,11.83,12,12.29,11.12,5.04,4.2,15.9,0.97,0.97
Permanente,Caquetá,Lulo,Siembras,2022,9.23,9.72,12.18,15.1,12.21,8.75,14.4,4.62,3.93,6.52,2.61,0.73
Permanente,Cauca,Lulo,Siembras,2022,13.17,16.17,16.68,23.81,2.89,0,0,0,18.22,9.06,0,0
Permanente,Cesar,Lulo,Siembras,2022,0,0,0,21.58,32.81,8.42,8.42,21.58,0,7.19,0,0
Permanente,Cundinamarca,Lulo,Siembras,2022,3.95,1.58,28.28,32.66,9.56,12.48,0.79,5.96,1.58,1.58,0.79,0.79
Permanente,Chocó,Lulo,Siembras,2022,5.69,12.19,7.44,16.41,14.66,8.69,6.95,6.25,5.9,5.2,5.31,5.31
Permanente,Huila,Lulo,Siembras,2022,8.78,10.39,19.43,13.11,16.17,7.54,8.62,2.74,6.36,1.89,4.97,0
Permanente,La guajira,Lulo,Siembras,2022,9.96,10.5,12.34,13.57,11.69,9.02,14.41,4.12,4.25,6.6,2.72,0.83
Permanente,Magdalena,Lulo,Siembras,2022,68.19,20.11,11.7,0,0,0,0,0,0,0,0,0
Permanente,Meta,Lulo,Siembras,2022,0,0,0,30,40,30,0,0,0,0,0,0
Permanente,Nariño,Lulo,Siembras,2022,15.17,12.03,4.36,0,7.62,7.62,14.45,4.29,4.29,17.27,11.36,1.55
Permanente,Norte de Santander,Lulo,Siembras,2022,0,0,19.18,40.17,22.76,0.89,0,0.58,7.03,6.82,2.58,0
Permanente,Quindío,Lulo,Siembras,2022,0,50,0,50,0,0,0,0,0,0,0,0
Permanente,Risaralda,Lulo,Siembras,2022,0,20,13.61,13.61,25.45,0,0,9.11,0,9.11,0,9.11
Permanente,Santander,Lulo,Siembras,2022,2.86,8.86,13.37,10.08,9.23,9.54,31.77,2.78,5.89,3.92,1.7,0
Permanente,Tolima,Lulo,Siembras,2022,0,0,30,70,0,0,0,0,0,0,0,0
Permanente,Valle del Cauca,Lulo,Siembras,2022,10.42,12.28,16.61,15.76,7.69,2.78,8.09,6.01,6.87,7.92,4.25,1.33
Permanente,Casanare,Lulo,Siembras,2022,0,0,20,30,20,0,0,0,10,10,10,0
Permanente,Putumayo,Lulo,Siembras,2022,9.23,9.72,12.18,15.1,12.21,8.75,14.4,4.62,3.93,6.52,2.61,0.73
Permanente,Quindío,Macadamia,Cosechas,2022,0,3.63,28.23,10.89,7.26,0,0,17.34,14.52,10.89,7.26,0
Permanente,Valle del Cauca,Macadamia,Cosechas,2022,0,5,20,15,10,0,0,5,20,15,10,0
Permanente,Quindío,Macadamia,Siembras,2022,0,0,0,0,0,0,0,0,0,0,100,0
Permanente,Valle del Cauca,Macadamia,Siembras,2022,0,0,0,0,0,0,0,0,0,0,100,0
Transitorio,Antioquia,Maíz,Cosechas,2022,12.58,12.83,2.81,1.91,3.36,8.67,13.55,10.51,9.38,3.42,9.81,11.18
Transitorio,Atlántico,Maíz,Cosechas,2022,9.42,3.49,1.84,0.36,0.5,14.14,18.54,12.03,0.88,6.82,13.89,18.09
Transitorio,Bolívar,Maíz,Cosechas,2022,17.06,3.45,0.25,2.27,4.89,1.42,11.09,17.14,6.79,3.61,14.91,17.13
Transitorio,Boyacá,Maíz,Cosechas,2022,0,0,0,0,7.73,17.38,32.65,41.16,1.08,0,0,0
Transitorio,Caldas,Maíz,Cosechas,2022,11.26,12.47,8.68,4.09,7.59,10.43,12.78,6.91,3.43,3.28,9.25,9.83
Transitorio,Caquetá,Maíz,Cosechas,2022,6.91,10.34,4.39,1.43,1.76,7.37,8.29,9.38,11.94,1.78,7.77,28.66
Transitorio,Cauca,Maíz,Cosechas,2022,4.94,11.31,11.11,0.72,1.39,17.09,16.54,9.48,16.93,7.93,0.97,1.59
Transitorio,Cesar,Maíz,Cosechas,2022,17.59,3.69,1.54,0,0,0,15.72,18.55,4.94,4.18,9.46,24.33
Transitorio,Córdoba,Maíz,Cosechas,2022,9.88,3.07,0.7,0.39,0,0.02,10.54,21.88,28.31,6.63,10.47,8.12
Transitorio,Cundinamarca,Maíz,Cosechas,2022,6.7,21.53,11.77,1.93,4.72,13.3,14.13,12.69,5.56,1.14,1.62,4.93
Transitorio,Chocó,Maíz,Cosechas,2022,14.68,9.09,8.35,1.63,7.38,8.03,11.64,18.38,11.76,0.38,1.53,7.14
Transitorio,Huila,Maíz,Cosechas,2022,9.17,8.94,9.36,3.67,10.34,13.46,8.56,5.36,3.79,3.66,11.26,12.45
